fk_id_policy_info,fk_id_crp,fk_id_pol_inv_typ,fk_id_smo_org_types,fk_id_stage_processes,fk_id_stg_maturity,fk_id_geo_scopes,fk_id_phases,fk_id_location,fk_id_ext_partner,fk_id_policy_owner,"fk_id_oics"
117,13,1,0,4,0,4,125,262,0,2,"0"
118,13,1,0,3,0,2,125,277,0,2,"0"
118,13,1,0,3,0,2,125,280,0,2,"0"
119,13,1,0,4,0,2,125,299,0,2,"0"
120,13,1,0,3,0,4,125,200,0,2,"0"
121,18,4,0,3,0,5,230,258,0,2,"0"
122,18,1,0,4,0,4,230,105,0,2,"0"
122,18,1,0,4,0,4,230,105,0,3,"0"
123,17,1,0,4,0,2,213,282,2602,1,"282"
123,17,1,0,4,0,2,213,282,2608,1,"282"
123,17,1,0,4,0,2,213,282,2643,1,"282"
123,17,1,0,4,0,2,213,282,2602,2,"282"
123,17,1,0,4,0,2,213,282,2608,2,"282"
123,17,1,0,4,0,2,213,282,2643,2,"282"
123,17,1,0,4,0,2,213,280,2602,1,"282"
123,17,1,0,4,0,2,213,280,2608,1,"282"
123,17,1,0,4,0,2,213,280,2643,1,"282"
123,17,1,0,4,0,2,213,280,2602,2,"282"
123,17,1,0,4,0,2,213,280,2608,2,"282"
123,17,1,0,4,0,2,213,280,2643,2,"282"
124,17,1,0,4,0,4,213,248,2602,2,"282"
124,17,1,0,4,0,4,213,248,2608,2,"282"
124,17,1,0,4,0,4,213,248,2643,2,"282"
125,17,1,0,4,0,5,213,105,0,2,"0"
126,17,1,0,3,0,4,213,19,0,2,"0"
126,17,1,0,3,0,4,213,19,0,3,"0"
127,17,3,0,3,0,3,213,19,0,1,"0"
127,17,3,0,3,0,3,213,189,0,1,"0"
128,1,1,0,4,0,4,9,101,269,2,"0"
129,5,1,0,4,0,4,77,118,4161,2,"449"
130,1,1,0,3,0,1,9,87,1227,2,"0"
130,1,1,0,3,0,1,9,87,1226,2,"0"
130,1,1,0,3,0,1,9,87,1227,4,"0"
130,1,1,0,3,0,1,9,87,1226,4,"0"
131,1,1,0,4,0,4,9,258,945,2,"453"
131,1,1,0,4,0,4,9,258,2410,2,"453"
131,1,1,0,4,0,4,9,258,67,2,"453"
131,1,1,0,4,0,4,9,258,2107,2,"453"
131,1,1,0,4,0,4,9,258,945,2,"468"
131,1,1,0,4,0,4,9,258,960,2,"468"
131,1,1,0,4,0,4,9,258,2245,2,"468"
131,1,1,0,4,0,4,9,258,1387,2,"468"
132,5,3,0,4,0,4,77,262,4164,2,"443"
132,5,3,0,4,0,4,77,262,2484,2,"443"
132,5,3,0,4,0,4,77,262,4121,2,"443"
132,5,3,0,4,0,4,77,262,4123,2,"443"
132,5,3,0,4,0,4,77,262,674,2,"443"
132,5,3,0,4,0,4,77,262,598,2,"443"
132,5,3,0,4,0,4,77,262,4164,1,"443"
132,5,3,0,4,0,4,77,262,2484,1,"443"
132,5,3,0,4,0,4,77,262,4121,1,"443"
132,5,3,0,4,0,4,77,262,4123,1,"443"
132,5,3,0,4,0,4,77,262,674,1,"443"
132,5,3,0,4,0,4,77,262,598,1,"443"
133,1,1,0,4,0,4,9,269,203,2,"442"
133,1,1,0,4,0,4,9,269,203,2,"341"
134,1,1,0,5,0,5,9,269,203,2,"341"
134,1,1,0,5,0,5,9,269,203,2,"442"
135,19,1,0,3,0,4,183,248,2127,2,"438"
135,19,1,0,3,0,4,183,248,2127,4,"438"
136,1,4,0,3,0,4,9,269,203,2,"341"
137,1,1,0,5,0,4,9,155,279,2,"306"
137,1,1,0,5,0,4,9,155,556,2,"306"
137,1,1,0,5,0,4,9,155,1034,2,"439"
137,1,1,0,5,0,4,9,155,1030,2,"439"
138,1,1,0,4,0,4,9,269,203,2,"341"
139,1,1,0,3,0,4,9,105,740,2,"0"
139,1,1,0,3,0,4,9,105,1047,2,"0"
139,1,1,0,3,0,4,9,105,951,2,"0"
139,1,1,0,3,0,4,9,105,695,2,"0"
140,4,1,0,4,0,4,60,85,195,2,"456"
140,4,1,0,4,0,4,60,85,636,2,"456"
140,4,1,0,4,0,4,60,85,4589,2,"456"
140,4,1,0,4,0,4,60,85,298,2,"456"
140,4,1,0,4,0,4,60,85,4577,2,"456"
140,4,1,0,4,0,4,60,85,4541,2,"456"
140,4,1,0,4,0,4,60,85,79,2,"456"
140,4,1,0,4,0,4,60,85,146,2,"456"
141,4,1,0,4,0,4,60,85,195,3,"456"
141,4,1,0,4,0,4,60,85,636,3,"456"
141,4,1,0,4,0,4,60,85,4589,3,"456"
141,4,1,0,4,0,4,60,85,298,3,"456"
141,4,1,0,4,0,4,60,85,4577,3,"456"
141,4,1,0,4,0,4,60,85,4541,3,"456"
141,4,1,0,4,0,4,60,85,79,3,"456"
141,4,1,0,4,0,4,60,85,146,3,"456"
142,4,1,0,4,0,4,60,37,195,2,"456"
142,4,1,0,4,0,4,60,37,636,2,"456"
142,4,1,0,4,0,4,60,37,4589,2,"456"
142,4,1,0,4,0,4,60,37,298,2,"456"
142,4,1,0,4,0,4,60,37,4577,2,"456"
142,4,1,0,4,0,4,60,37,4541,2,"456"
142,4,1,0,4,0,4,60,37,79,2,"456"
142,4,1,0,4,0,4,60,37,146,2,"456"
142,4,1,0,4,0,4,60,37,195,3,"456"
142,4,1,0,4,0,4,60,37,636,3,"456"
142,4,1,0,4,0,4,60,37,4589,3,"456"
142,4,1,0,4,0,4,60,37,298,3,"456"
142,4,1,0,4,0,4,60,37,4577,3,"456"
142,4,1,0,4,0,4,60,37,4541,3,"456"
142,4,1,0,4,0,4,60,37,79,3,"456"
142,4,1,0,4,0,4,60,37,146,3,"456"
143,4,1,0,3,0,4,60,249,0,2,"0"
144,4,3,0,3,0,4,60,238,0,1,"0"
147,5,3,0,4,0,3,77,118,3986,1,"450"
147,5,3,0,4,0,3,77,118,4123,1,"450"
147,5,3,0,4,0,3,77,118,4164,1,"450"
147,5,3,0,4,0,3,77,118,349,1,"450"
147,5,3,0,4,0,3,77,118,4166,1,"450"
147,5,3,0,4,0,3,77,262,3986,1,"450"
147,5,3,0,4,0,3,77,262,4123,1,"450"
147,5,3,0,4,0,3,77,262,4164,1,"450"
147,5,3,0,4,0,3,77,262,349,1,"450"
147,5,3,0,4,0,3,77,262,4166,1,"450"
148,5,1,0,4,0,4,77,72,349,2,"459"
148,5,1,0,4,0,4,77,72,93,2,"459"
148,5,1,0,4,0,4,77,72,4052,2,"459"
148,5,1,0,4,0,4,77,72,83,2,"459"
148,5,1,0,4,0,4,77,72,598,2,"459"
149,5,4,0,4,0,4,77,72,1665,2,"502"
149,5,4,0,4,0,4,77,72,146,2,"502"
277,1,3,0,2,0,4,3,105,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
292,2,1,0,2,0,4,20,262,0,0,"0"
291,2,1,0,1,0,3,20,118,0,0,"0"
291,2,1,0,1,0,3,20,135,0,0,"0"
291,2,1,0,1,0,3,20,136,0,0,"0"
291,2,1,0,1,0,3,20,189,0,0,"0"
291,2,1,0,1,0,3,20,209,0,0,"0"
291,2,1,0,1,0,3,20,262,0,0,"0"
291,2,1,0,1,0,3,20,258,0,0,"0"
291,2,1,0,1,0,3,20,274,0,0,"0"
291,2,1,0,1,0,3,20,61,0,0,"0"
291,2,1,0,1,0,3,20,60,0,0,"0"
291,2,1,0,1,0,3,20,72,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
292,2,1,0,2,0,4,20,262,0,0,"0"
291,2,1,0,1,0,3,20,118,0,0,"0"
291,2,1,0,1,0,3,20,135,0,0,"0"
291,2,1,0,1,0,3,20,136,0,0,"0"
291,2,1,0,1,0,3,20,189,0,0,"0"
291,2,1,0,1,0,3,20,209,0,0,"0"
291,2,1,0,1,0,3,20,262,0,0,"0"
291,2,1,0,1,0,3,20,258,0,0,"0"
291,2,1,0,1,0,3,20,274,0,0,"0"
291,2,1,0,1,0,3,20,61,0,0,"0"
291,2,1,0,1,0,3,20,60,0,0,"0"
291,2,1,0,1,0,3,20,72,0,0,"0"
284,1,1,0,2,0,4,3,118,0,0,"0"
301,2,1,0,1,0,4,20,67,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
276,1,3,0,1,0,4,3,105,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
282,1,1,0,2,0,4,3,105,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
306,2,1,0,1,0,1,20,87,0,0,"0"
286,1,1,0,2,0,4,3,209,0,0,"0"
284,1,1,0,2,0,4,3,118,0,0,"0"
301,2,1,0,1,0,4,20,67,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
276,1,3,0,1,0,4,3,105,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
282,1,1,0,2,0,4,3,105,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
306,2,1,0,1,0,1,20,87,0,0,"0"
286,1,1,0,2,0,4,3,209,0,0,"0"
284,1,1,0,2,0,4,3,118,0,0,"0"
301,2,1,0,1,0,4,20,67,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
276,1,3,0,1,0,4,3,105,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
282,1,1,0,2,0,4,3,105,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
306,2,1,0,1,0,1,20,87,0,0,"0"
286,1,1,0,2,0,4,3,209,0,0,"0"
284,1,1,0,2,0,4,3,118,0,0,"0"
301,2,1,0,1,0,4,20,67,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
276,1,3,0,1,0,4,3,105,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
282,1,1,0,2,0,4,3,105,0,0,"0"
303,2,3,0,1,0,4,20,105,0,0,"0"
304,2,3,0,1,0,4,20,105,0,0,"0"
306,2,1,0,1,0,1,20,87,0,0,"0"
286,1,1,0,2,0,4,3,209,0,0,"0"
301,2,1,0,1,0,4,20,67,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
305,2,1,0,1,0,1,20,87,0,0,"0"
277,1,3,0,2,0,4,3,105,0,0,"0"
302,2,1,0,1,0,4,20,72,0,0,"0"
305,2,1,0,1,0,1,20,87,0,0,"0"
283,1,1,0,2,0,3,3,187,0,0,"0"
283,1,1,0,2,0,3,3,197,0,0,"0"
283,1,1,0,2,0,3,3,68,0,0,"0"
283,1,1,0,2,0,3,3,23,0,0,"0"
283,1,1,0,2,0,3,3,54,0,0,"0"
283,1,1,0,2,0,3,3,65,0,0,"0"
283,1,1,0,2,0,3,3,93,0,0,"0"
283,1,1,0,2,0,3,3,101,0,0,"0"
278,1,2,0,2,0,1,3,87,0,0,"0"
279,1,1,0,2,0,3,3,183,0,0,"0"
279,1,1,0,2,0,3,3,209,0,0,"0"
279,1,1,0,2,0,3,3,258,0,0,"0"
279,1,1,0,2,0,3,3,37,0,0,"0"
279,1,1,0,2,0,3,3,26,0,0,"0"
279,1,1,0,2,0,3,3,60,0,0,"0"
279,1,1,0,2,0,3,3,54,0,0,"0"
279,1,1,0,2,0,3,3,93,0,0,"0"
280,1,2,0,2,0,3,3,135,0,0,"0"
280,1,2,0,2,0,3,3,24,0,0,"0"
278,1,2,0,2,0,1,3,87,0,0,"0"
279,1,1,0,2,0,3,3,183,0,0,"0"
279,1,1,0,2,0,3,3,209,0,0,"0"
279,1,1,0,2,0,3,3,258,0,0,"0"
279,1,1,0,2,0,3,3,37,0,0,"0"
279,1,1,0,2,0,3,3,26,0,0,"0"
279,1,1,0,2,0,3,3,60,0,0,"0"
279,1,1,0,2,0,3,3,54,0,0,"0"
279,1,1,0,2,0,3,3,93,0,0,"0"
280,1,2,0,2,0,3,3,135,0,0,"0"
280,1,2,0,2,0,3,3,24,0,0,"0"
288,2,3,0,1,0,4,20,243,0,0,"0"
289,2,1,0,1,0,4,20,118,0,0,"0"
281,1,3,0,1,0,4,3,188,0,0,"0"
288,2,3,0,1,0,4,20,243,0,0,"0"
289,2,1,0,1,0,4,20,118,0,0,"0"
281,1,3,0,1,0,4,3,188,0,0,"0"
305,2,1,0,1,0,1,20,87,0,0,"0"
288,2,3,0,1,0,4,20,243,0,0,"0"
289,2,1,0,1,0,4,20,118,0,0,"0"
281,1,3,0,1,0,4,3,188,0,0,"0"
281,1,3,0,1,0,4,3,188,0,0,"0"
305,2,1,0,1,0,1,20,87,0,0,"0"
306,2,1,0,1,0,1,20,87,0,0,"0"
305,2,1,0,1,0,1,20,87,0,0,"0"
282,1,1,0,2,0,4,3,105,0,0,"0"
292,2,1,0,2,0,4,20,262,0,0,"0"
282,1,1,0,2,0,4,3,105,0,0,"0"
281,1,3,0,1,0,4,3,188,0,0,"0"
295,2,1,0,1,0,2,20,299,0,0,"0"
296,2,3,0,1,0,3,20,118,0,0,"0"
296,2,3,0,1,0,3,20,155,0,0,"0"
296,2,3,0,1,0,3,20,136,0,0,"0"
296,2,3,0,1,0,3,20,262,0,0,"0"
296,2,3,0,1,0,3,20,67,0,0,"0"
296,2,3,0,1,0,3,20,72,0,0,"0"
296,2,3,0,1,0,3,20,85,0,0,"0"
297,2,1,0,1,0,1,20,87,0,0,"0"
298,2,3,0,1,0,3,20,139,0,0,"0"
298,2,3,0,1,0,3,20,189,0,0,"0"
298,2,3,0,1,0,3,20,249,0,0,"0"
298,2,3,0,1,0,3,20,274,0,0,"0"
298,2,3,0,1,0,3,20,37,0,0,"0"
298,2,3,0,1,0,3,20,93,0,0,"0"
299,2,1,0,1,0,4,20,183,0,0,"0"
300,2,1,0,1,0,1,20,87,0,0,"0"
298,2,3,0,1,0,3,20,139,0,0,"0"
298,2,3,0,1,0,3,20,189,0,0,"0"
298,2,3,0,1,0,3,20,249,0,0,"0"
298,2,3,0,1,0,3,20,274,0,0,"0"
298,2,3,0,1,0,3,20,37,0,0,"0"
298,2,3,0,1,0,3,20,93,0,0,"0"
299,2,1,0,1,0,4,20,183,0,0,"0"
300,2,1,0,1,0,1,20,87,0,0,"0"
278,1,2,0,2,0,1,3,87,0,0,"0"
279,1,1,0,2,0,3,3,183,0,0,"0"
279,1,1,0,2,0,3,3,209,0,0,"0"
279,1,1,0,2,0,3,3,258,0,0,"0"
279,1,1,0,2,0,3,3,37,0,0,"0"
279,1,1,0,2,0,3,3,26,0,0,"0"
279,1,1,0,2,0,3,3,60,0,0,"0"
279,1,1,0,2,0,3,3,54,0,0,"0"
279,1,1,0,2,0,3,3,93,0,0,"0"
280,1,2,0,2,0,3,3,135,0,0,"0"
280,1,2,0,2,0,3,3,24,0,0,"0"
285,1,1,0,2,0,4,3,54,0,0,"0"
287,2,1,0,1,0,4,20,189,0,0,"0"
290,2,1,0,1,0,3,20,105,0,0,"0"
290,2,1,0,1,0,3,20,118,0,0,"0"
290,2,1,0,1,0,3,20,39,0,0,"0"
290,2,1,0,1,0,3,20,3,0,0,"0"
290,2,1,0,1,0,3,20,135,0,0,"0"
290,2,1,0,1,0,3,20,136,0,0,"0"
290,2,1,0,1,0,3,20,188,0,0,"0"
290,2,1,0,1,0,3,20,187,0,0,"0"
290,2,1,0,1,0,3,20,183,0,0,"0"
290,2,1,0,1,0,3,20,200,0,0,"0"
290,2,1,0,1,0,3,20,201,0,0,"0"
290,2,1,0,1,0,3,20,249,0,0,"0"
290,2,1,0,1,0,3,20,262,0,0,"0"
290,2,1,0,1,0,3,20,19,0,0,"0"
290,2,1,0,1,0,3,20,27,0,0,"0"
290,2,1,0,1,0,3,20,61,0,0,"0"
290,2,1,0,1,0,3,20,40,0,0,"0"
290,2,1,0,1,0,3,20,50,0,0,"0"
290,2,1,0,1,0,3,20,66,0,0,"0"
290,2,1,0,1,0,3,20,234,0,0,"0"
290,2,1,0,1,0,3,20,93,0,0,"0"
290,2,1,0,1,0,3,20,106,0,0,"0"
291,2,1,0,1,0,3,20,118,0,0,"0"
291,2,1,0,1,0,3,20,135,0,0,"0"
291,2,1,0,1,0,3,20,136,0,0,"0"
291,2,1,0,1,0,3,20,189,0,0,"0"
291,2,1,0,1,0,3,20,209,0,0,"0"
291,2,1,0,1,0,3,20,262,0,0,"0"
291,2,1,0,1,0,3,20,258,0,0,"0"
291,2,1,0,1,0,3,20,274,0,0,"0"
291,2,1,0,1,0,3,20,61,0,0,"0"
291,2,1,0,1,0,3,20,60,0,0,"0"
291,2,1,0,1,0,3,20,72,0,0,"0"
292,2,1,0,2,0,4,20,262,0,0,"0"
294,2,3,0,1,0,4,20,85,0,0,"0"
295,2,1,0,1,0,2,20,299,0,0,"0"
296,2,3,0,1,0,3,20,118,0,0,"0"
296,2,3,0,1,0,3,20,155,0,0,"0"
296,2,3,0,1,0,3,20,136,0,0,"0"
296,2,3,0,1,0,3,20,262,0,0,"0"
296,2,3,0,1,0,3,20,67,0,0,"0"
296,2,3,0,1,0,3,20,72,0,0,"0"
296,2,3,0,1,0,3,20,85,0,0,"0"
297,2,1,0,1,0,1,20,87,0,0,"0"
278,1,2,0,2,0,1,3,87,0,0,"0"
279,1,1,0,2,0,3,3,183,0,0,"0"
279,1,1,0,2,0,3,3,209,0,0,"0"
279,1,1,0,2,0,3,3,258,0,0,"0"
279,1,1,0,2,0,3,3,37,0,0,"0"
279,1,1,0,2,0,3,3,26,0,0,"0"
279,1,1,0,2,0,3,3,60,0,0,"0"
279,1,1,0,2,0,3,3,54,0,0,"0"
279,1,1,0,2,0,3,3,93,0,0,"0"
280,1,2,0,2,0,3,3,135,0,0,"0"
280,1,2,0,2,0,3,3,24,0,0,"0"
285,1,1,0,2,0,4,3,54,0,0,"0"
287,2,1,0,1,0,4,20,189,0,0,"0"
290,2,1,0,1,0,3,20,105,0,0,"0"
290,2,1,0,1,0,3,20,118,0,0,"0"
290,2,1,0,1,0,3,20,39,0,0,"0"
290,2,1,0,1,0,3,20,3,0,0,"0"
290,2,1,0,1,0,3,20,135,0,0,"0"
290,2,1,0,1,0,3,20,136,0,0,"0"
290,2,1,0,1,0,3,20,188,0,0,"0"
290,2,1,0,1,0,3,20,187,0,0,"0"
290,2,1,0,1,0,3,20,183,0,0,"0"
290,2,1,0,1,0,3,20,200,0,0,"0"
290,2,1,0,1,0,3,20,201,0,0,"0"
290,2,1,0,1,0,3,20,249,0,0,"0"
290,2,1,0,1,0,3,20,262,0,0,"0"
290,2,1,0,1,0,3,20,19,0,0,"0"
290,2,1,0,1,0,3,20,27,0,0,"0"
290,2,1,0,1,0,3,20,61,0,0,"0"
290,2,1,0,1,0,3,20,40,0,0,"0"
290,2,1,0,1,0,3,20,50,0,0,"0"
290,2,1,0,1,0,3,20,66,0,0,"0"
290,2,1,0,1,0,3,20,234,0,0,"0"
290,2,1,0,1,0,3,20,93,0,0,"0"
290,2,1,0,1,0,3,20,106,0,0,"0"
291,2,1,0,1,0,3,20,118,0,0,"0"
291,2,1,0,1,0,3,20,135,0,0,"0"
291,2,1,0,1,0,3,20,136,0,0,"0"
291,2,1,0,1,0,3,20,189,0,0,"0"
291,2,1,0,1,0,3,20,209,0,0,"0"
291,2,1,0,1,0,3,20,262,0,0,"0"
291,2,1,0,1,0,3,20,258,0,0,"0"
291,2,1,0,1,0,3,20,274,0,0,"0"
291,2,1,0,1,0,3,20,61,0,0,"0"
291,2,1,0,1,0,3,20,60,0,0,"0"
291,2,1,0,1,0,3,20,72,0,0,"0"
292,2,1,0,2,0,4,20,262,0,0,"0"
294,2,3,0,1,0,4,20,85,0,0,"0"
295,2,1,0,1,0,2,20,299,0,0,"0"
296,2,3,0,1,0,3,20,118,0,0,"0"
296,2,3,0,1,0,3,20,155,0,0,"0"
296,2,3,0,1,0,3,20,136,0,0,"0"
296,2,3,0,1,0,3,20,262,0,0,"0"
296,2,3,0,1,0,3,20,67,0,0,"0"
296,2,3,0,1,0,3,20,72,0,0,"0"
296,2,3,0,1,0,3,20,85,0,0,"0"
297,2,1,0,1,0,1,20,87,0,0,"0"
278,1,2,0,2,0,1,3,87,0,0,"0"
279,1,1,0,2,0,3,3,183,0,0,"0"
279,1,1,0,2,0,3,3,209,0,0,"0"
279,1,1,0,2,0,3,3,258,0,0,"0"
279,1,1,0,2,0,3,3,37,0,0,"0"
